listing_id,listed_date,country,brand,model,fuel,transmission,seller_type,age_years,mileage_km,power_kw,previous_owners,accident_free,days_on_market,asking_price_eur,model_price_eur,price_p10_eur,price_p90_eur,price_gap_pct,recommended_action
CAR-01052,2026-04-04,DE,Audi,e-tron,Diesel,Automatic,Franchise dealer,3,52081,111,2,False,22,31600,25965,22303,29992,21.7,Hold
CAR-04777,2026-04-04,DE,BMW,3 Series,Diesel,Automatic,Franchise dealer,3,67215,121,2,True,79,22360,20412,17533,23577,9.5,Review markdown
CAR-03646,2026-04-04,DE,Audi,Q3,Electric,Automatic,Independent dealer,5,95506,166,3,False,16,12400,11997,10305,13857,3.4,Hold
CAR-00511,2026-04-04,DE,Volkswagen,ID.4,Electric,Automatic,Franchise dealer,5,95461,165,3,True,81,16800,15627,13423,18050,7.5,Review markdown
CAR-02971,2026-04-04,DE,Volkswagen,ID.4,Diesel,Automatic,Independent dealer,3,50072,154,1,True,48,26970,23802,20445,27494,13.3,Review markdown
CAR-00961,2026-04-05,DE,Mercedes-Benz,A-Class,Diesel,Automatic,Independent dealer,6,133642,113,3,True,51,7260,8185,7031,9454,-11.3,Check underpricing
CAR-00290,2026-04-05,DE,Volkswagen,Passat,Diesel,Automatic,Franchise dealer,7,126540,201,3,True,13,9180,9147,7857,10566,0.4,Hold
CAR-03466,2026-04-05,DE,Volkswagen,Passat,Hybrid,Automatic,Franchise dealer,6,115836,132,3,True,27,10580,10778,9258,12449,-1.8,Hold
CAR-04298,2026-04-05,DE,Mercedes-Benz,C-Class,Electric,Automatic,Franchise dealer,6,102882,151,2,True,11,13180,13511,11605,15606,-2.4,Hold
CAR-03033,2026-04-06,DE,Audi,Q5,Diesel,Automatic,Independent dealer,0,11652,124,1,True,73,62070,66780,57360,77136,-7.1,Hold
CAR-03351,2026-04-06,DE,BMW,3 Series,Diesel,Automatic,Franchise dealer,2,47566,125,2,True,13,25330,26909,23113,31082,-5.9,Hold
CAR-00191,2026-04-06,NL,Audi,Q3,Petrol,Automatic,Franchise dealer,3,52133,158,2,True,70,24400,23795,20439,27485,2.5,Hold
CAR-00672,2026-04-07,NL,Skoda,Superb,Petrol,Automatic,Franchise dealer,4,80854,120,1,True,44,20250,16801,14431,19406,20.5,Hold
CAR-02762,2026-04-07,DE,BMW,3 Series,Petrol,Manual,Independent dealer,7,169762,107,3,False,18,5300,5996,5150,6926,-11.6,Check underpricing
CAR-00119,2026-04-08,DE,Volkswagen,Golf,Electric,Automatic,Franchise dealer,11,184531,148,4,True,39,5480,4409,3787,5093,24.3,Hold
CAR-00493,2026-04-08,AT,Audi,Q3,Petrol,Automatic,Independent dealer,1,26889,160,1,True,29,43340,41103,35305,47477,5.4,Hold
CAR-04559,2026-04-08,DE,Volkswagen,ID.3,Petrol,Automatic,Franchise dealer,4,77414,154,1,True,18,18410,16553,14218,19120,11.2,Hold
CAR-00343,2026-04-08,DE,Mercedes-Benz,GLA,Petrol,Automatic,Independent dealer,1,27989,152,1,True,19,36890,39732,34128,45894,-7.2,Hold
CAR-02495,2026-04-09,DE,Mercedes-Benz,EQE,Electric,Automatic,Franchise dealer,6,95340,175,1,True,17,19630,20296,17433,23443,-3.3,Hold
CAR-03936,2026-04-09,DE,Audi,Q3,Petrol,Manual,Independent dealer,3,39652,118,2,True,42,22270,20754,17827,23973,7.3,Hold
CAR-02870,2026-04-09,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,3,66358,131,2,True,8,17660,18980,16303,21923,-7.0,Hold
CAR-02799,2026-04-09,DE,Volkswagen,ID.4,Diesel,Automatic,Independent dealer,1,32819,162,1,True,13,38630,40242,34566,46482,-4.0,Hold
CAR-00801,2026-04-09,AT,Audi,Q5,Petrol,Automatic,Independent dealer,2,48810,139,2,True,43,47810,37686,32370,43530,26.9,Hold
CAR-03198,2026-04-10,DE,BMW,3 Series,Petrol,Manual,Private,1,28731,193,1,True,40,34100,36935,31726,42663,-7.7,Hold
CAR-00721,2026-04-10,NL,Mercedes-Benz,GLA,Diesel,Manual,Private,5,96008,97,3,True,45,10260,10567,9076,12206,-2.9,Hold
CAR-01273,2026-04-10,NL,Mercedes-Benz,C-Class,Petrol,Manual,Private,10,185628,253,4,False,82,5080,5619,4826,6490,-9.6,Check underpricing
CAR-04187,2026-04-10,NL,BMW,X3,Petrol,Automatic,Franchise dealer,4,86154,226,1,True,39,26570,25653,22035,29631,3.6,Hold
CAR-02486,2026-04-10,DE,Volkswagen,Golf,Petrol,Automatic,Independent dealer,12,137324,121,5,True,16,4900,4226,3630,4881,15.9,Hold
CAR-04367,2026-04-11,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Independent dealer,10,182040,126,4,False,105,6220,5312,4563,6136,17.1,Review markdown
CAR-02976,2026-04-11,DE,Volkswagen,Tiguan,Petrol,Automatic,Private,2,46824,184,1,True,125,30100,28298,24307,32687,6.4,Review markdown
CAR-00693,2026-04-11,DE,Audi,Q5,Petrol,Manual,Private,1,33883,208,2,True,11,50590,47588,40876,54968,6.3,Hold
CAR-01242,2026-04-11,DE,Audi,A4,Petrol,Automatic,Franchise dealer,4,65374,207,3,True,75,20620,19796,17004,22866,4.2,Hold
CAR-03321,2026-04-11,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Independent dealer,1,22859,153,1,True,46,39780,44677,38376,51606,-11.0,Check underpricing
CAR-02398,2026-04-11,DE,BMW,i4,Diesel,Automatic,Independent dealer,4,93218,70,3,True,44,20200,17899,15374,20675,12.9,Hold
CAR-03362,2026-04-11,DE,Mercedes-Benz,A-Class,Petrol,Manual,Independent dealer,4,62558,214,2,True,43,17870,16278,13982,18802,9.8,Hold
CAR-00138,2026-04-11,AT,Volkswagen,Passat,Diesel,Automatic,Independent dealer,1,23848,188,2,True,14,40300,38668,33214,44664,4.2,Hold
CAR-02423,2026-04-11,DE,BMW,X3,Diesel,Manual,Private,8,140076,134,3,True,12,7330,8310,7138,9599,-11.8,Check underpricing
CAR-02063,2026-04-12,DE,BMW,X1,Electric,Automatic,Independent dealer,6,106814,110,3,True,86,11910,10633,9133,12282,12.0,Review markdown
CAR-04925,2026-04-12,DE,Audi,A3,Diesel,Automatic,Franchise dealer,2,49883,231,1,True,32,29200,27998,24049,32340,4.3,Hold
CAR-02712,2026-04-12,DE,Audi,A4,Electric,Automatic,Franchise dealer,2,57698,181,2,True,8,32510,31560,27108,36454,3.0,Hold
CAR-01386,2026-04-12,AT,Volkswagen,Tiguan,Electric,Automatic,Franchise dealer,2,59694,108,2,True,54,25580,27701,23794,31997,-7.7,Hold
CAR-04415,2026-04-12,DE,Volkswagen,Golf,Diesel,Automatic,Franchise dealer,6,113854,82,2,True,7,6870,7330,6296,8467,-6.3,Hold
CAR-00618,2026-04-12,DE,BMW,i4,Hybrid,Automatic,Franchise dealer,8,148426,251,4,False,55,10050,10666,9161,12320,-5.8,Hold
CAR-03462,2026-04-13,DE,BMW,X1,Petrol,Automatic,Independent dealer,3,68890,139,1,True,35,20780,21111,18133,24385,-1.6,Hold
CAR-03175,2026-04-13,DE,BMW,i4,Electric,Automatic,Franchise dealer,8,92029,84,3,True,73,10760,11625,9986,13428,-7.4,Hold
CAR-01809,2026-04-13,DE,BMW,X1,Hybrid,Automatic,Franchise dealer,11,258846,156,5,False,29,5920,4029,3460,4653,46.9,Hold
CAR-00799,2026-04-13,DE,Volkswagen,Golf,Petrol,Manual,Private,7,171096,157,2,True,40,5890,5503,4726,6356,7.0,Hold
CAR-04168,2026-04-13,DE,Mercedes-Benz,EQE,Diesel,Automatic,Independent dealer,5,129414,123,3,True,7,18430,16831,14457,19441,9.5,Hold
CAR-03859,2026-04-13,DE,BMW,i4,Electric,Automatic,Independent dealer,6,85097,151,2,True,10,15520,16550,14216,19117,-6.2,Hold
CAR-00981,2026-04-13,DE,Volkswagen,Passat,Diesel,Automatic,Independent dealer,5,70233,141,2,True,85,14440,13214,11350,15263,9.3,Review markdown
CAR-01749,2026-04-14,DE,Mercedes-Benz,A-Class,Petrol,Manual,Franchise dealer,6,83835,195,3,True,36,11560,10766,9247,12435,7.4,Hold
CAR-01572,2026-04-14,DE,Mercedes-Benz,EQE,Petrol,Manual,Independent dealer,10,177816,103,5,True,31,6180,7584,6514,8760,-18.5,Check underpricing
CAR-04287,2026-04-14,DE,BMW,3 Series,Hybrid,Automatic,Independent dealer,5,75082,172,1,True,57,17940,16043,13781,18531,11.8,Review markdown
CAR-00579,2026-04-14,DE,Audi,Q5,Diesel,Manual,Private,5,78344,160,1,True,68,19030,16644,14296,19225,14.3,Review markdown
CAR-01958,2026-04-15,DE,Volkswagen,Golf,Hybrid,Manual,Independent dealer,9,190716,124,4,True,13,5350,4307,3699,4974,24.2,Hold
CAR-03992,2026-04-15,DE,BMW,i4,Hybrid,Automatic,Franchise dealer,4,84228,206,2,True,27,30410,26339,22624,30423,15.5,Hold
CAR-00867,2026-04-15,DE,Volkswagen,Tiguan,Hybrid,Automatic,Franchise dealer,6,117625,98,2,True,92,10670,10716,9204,12377,-0.4,Hold
CAR-01288,2026-04-15,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,1,24570,72,1,True,11,34550,37304,32043,43089,-7.4,Hold
CAR-04114,2026-04-15,DE,Volkswagen,ID.4,Hybrid,Automatic,Franchise dealer,2,32117,146,1,True,50,36890,35427,30430,40921,4.1,Hold
CAR-01103,2026-04-15,DE,Volkswagen,Golf,Electric,Automatic,Private,2,29452,135,1,True,69,21320,22376,19220,25846,-4.7,Hold
CAR-00532,2026-04-16,NL,Audi,Q5,Diesel,Automatic,Franchise dealer,10,144190,213,5,True,61,6670,9068,7789,10475,-26.4,Check underpricing
CAR-04710,2026-04-16,DE,Volkswagen,ID.4,Diesel,Automatic,Franchise dealer,10,145340,131,4,True,74,5780,6578,5650,7598,-12.1,Check underpricing
CAR-03340,2026-04-16,DE,Audi,A3,Diesel,Automatic,Private,4,57513,115,1,True,32,12490,13847,11894,15994,-9.8,Check underpricing
CAR-04484,2026-04-17,NL,Skoda,Karoq,Petrol,Manual,Independent dealer,3,28811,132,2,True,54,21440,18558,15941,21436,15.5,Review markdown
CAR-03152,2026-04-17,DE,Audi,A3,Hybrid,Manual,Private,2,40999,110,2,True,63,21540,22380,19223,25850,-3.8,Hold
CAR-02455,2026-04-17,DE,Mercedes-Benz,C-Class,Electric,Automatic,Franchise dealer,2,55014,131,2,True,28,36780,32171,27633,37160,14.3,Hold
CAR-01043,2026-04-17,AT,Volkswagen,Passat,Petrol,Automatic,Independent dealer,6,95779,140,4,True,19,12470,10582,9089,12223,17.8,Hold
CAR-04884,2026-04-17,DE,Skoda,Enyaq,Petrol,Automatic,Franchise dealer,2,39657,123,3,True,24,34660,29835,25626,34461,16.2,Hold
CAR-02060,2026-04-18,DE,Skoda,Karoq,Petrol,Automatic,Franchise dealer,2,48858,155,1,True,35,25590,24921,21406,28786,2.7,Hold
CAR-02936,2026-04-18,DE,Audi,Q5,Diesel,Automatic,Private,3,37575,202,3,True,16,36370,29233,25110,33766,24.4,Hold
CAR-01594,2026-04-18,DE,Volkswagen,ID.3,Diesel,Automatic,Franchise dealer,12,229725,185,5,False,57,5380,3758,3228,4341,43.2,Review markdown
CAR-03438,2026-04-19,DE,BMW,5 Series,Petrol,Manual,Private,3,56246,70,1,True,49,23260,22747,19539,26275,2.3,Hold
CAR-04121,2026-04-19,DE,Volkswagen,Golf,Petrol,Automatic,Private,2,43321,165,1,True,24,21530,21264,18265,24561,1.3,Hold
CAR-00437,2026-04-19,DE,Mercedes-Benz,C-Class,Petrol,Automatic,Private,5,103455,109,2,True,58,13200,12970,11140,14981,1.8,Hold
CAR-00884,2026-04-20,DE,BMW,3 Series,Diesel,Automatic,Franchise dealer,3,47308,91,2,True,10,21860,20424,17544,23592,7.0,Hold
CAR-04077,2026-04-20,DE,Mercedes-Benz,EQE,Electric,Manual,Private,6,78625,96,3,True,23,16000,15403,13230,17791,3.9,Hold
CAR-04747,2026-04-20,NL,Volkswagen,ID.4,Diesel,Automatic,Private,7,164324,161,3,True,33,7240,8065,6927,9315,-10.2,Check underpricing
CAR-04327,2026-04-20,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,1,26645,136,1,True,160,33060,36169,31068,41778,-8.6,Check underpricing
CAR-03487,2026-04-20,DE,Volkswagen,Golf,Hybrid,Manual,Independent dealer,10,178368,174,3,False,180,5710,4046,3475,4673,41.1,Review markdown
CAR-02723,2026-04-20,DE,Audi,Q5,Petrol,Automatic,Franchise dealer,6,107357,198,4,False,16,12510,13270,11399,15328,-5.7,Hold
CAR-03005,2026-04-20,DE,Volkswagen,Tiguan,Electric,Automatic,Franchise dealer,3,66997,76,2,True,33,22060,19936,17124,23028,10.7,Hold
CAR-03777,2026-04-21,DE,BMW,X3,Hybrid,Automatic,Franchise dealer,13,152965,164,5,True,24,6130,8111,6967,9368,-24.4,Check underpricing
CAR-00583,2026-04-21,DE,Audi,Q3,Hybrid,Manual,Franchise dealer,5,75870,159,2,True,79,17670,14963,12853,17284,18.1,Review markdown
CAR-00184,2026-04-21,DE,Volkswagen,ID.4,Diesel,Automatic,Independent dealer,6,137556,131,4,True,28,9550,9692,8325,11195,-1.5,Hold
CAR-04202,2026-04-21,DE,BMW,i4,Electric,Automatic,Franchise dealer,11,173823,140,5,True,109,5660,7853,6746,9071,-27.9,Check underpricing
CAR-03227,2026-04-21,DE,BMW,3 Series,Hybrid,Manual,Independent dealer,6,101007,258,2,False,28,11080,11177,9600,12910,-0.9,Hold
CAR-00377,2026-04-21,DE,Mercedes-Benz,EQE,Diesel,Automatic,Independent dealer,2,34290,90,1,True,28,43120,40496,34784,46776,6.5,Hold
CAR-01525,2026-04-22,DE,BMW,X3,Petrol,Automatic,Independent dealer,7,127501,172,5,True,34,10610,11434,9821,13207,-7.2,Hold
CAR-02388,2026-04-22,NL,Volkswagen,ID.3,Hybrid,Automatic,Independent dealer,13,213272,164,5,True,17,5540,4754,4084,5492,16.5,Hold
CAR-01532,2026-04-22,AT,Mercedes-Benz,EQE,Petrol,Manual,Franchise dealer,3,62588,177,2,True,39,39550,34683,29791,40062,14.0,Hold
CAR-01677,2026-04-23,DE,Mercedes-Benz,E-Class,Petrol,Automatic,Independent dealer,9,114680,168,4,True,11,10130,10493,9013,12120,-3.5,Hold
CAR-04755,2026-04-23,AT,Mercedes-Benz,EQE,Diesel,Automatic,Franchise dealer,1,14224,112,1,True,70,63280,61663,52966,71226,2.6,Hold
CAR-03515,2026-04-23,DE,Volkswagen,ID.4,Hybrid,Manual,Franchise dealer,13,200179,78,4,True,15,5900,4928,4233,5693,19.7,Hold
CAR-00374,2026-04-23,DE,BMW,X3,Diesel,Manual,Independent dealer,5,98463,184,4,True,70,19280,15741,13521,18182,22.5,Review markdown
CAR-01881,2026-04-23,DE,Volkswagen,ID.3,Petrol,Automatic,Franchise dealer,4,78950,138,3,True,53,15160,15401,13229,17789,-1.6,Hold
CAR-04194,2026-04-23,DE,Audi,A4,Petrol,Automatic,Franchise dealer,3,76944,147,3,True,84,22250,21490,18459,24822,3.5,Hold
CAR-02361,2026-04-23,DE,BMW,3 Series,Diesel,Automatic,Private,5,111363,150,1,True,23,11450,11905,10226,13751,-3.8,Hold
CAR-01475,2026-04-23,DE,Mercedes-Benz,GLA,Electric,Manual,Independent dealer,3,61257,183,1,True,77,24430,23349,20055,26970,4.6,Hold
CAR-03070,2026-04-23,NL,BMW,X1,Diesel,Automatic,Franchise dealer,3,56601,127,2,True,136,22960,21511,18477,24847,6.7,Review markdown
CAR-00929,2026-04-24,NL,Volkswagen,Golf,Diesel,Automatic,Franchise dealer,3,75229,117,2,True,145,16430,15340,13176,17718,7.1,Review markdown
CAR-04869,2026-04-24,DE,Volkswagen,Golf,Electric,Automatic,Independent dealer,4,56783,130,2,True,7,12380,13716,11781,15843,-9.7,Check underpricing
CAR-02825,2026-04-24,DE,Volkswagen,Tiguan,Petrol,Manual,Independent dealer,4,63257,100,1,True,73,17730,15414,13240,17804,15.0,Review markdown
CAR-03217,2026-04-24,DE,BMW,3 Series,Electric,Automatic,Independent dealer,8,92169,174,4,True,36,9420,9346,8028,10795,0.8,Hold
CAR-03304,2026-04-24,DE,Volkswagen,ID.3,Electric,Automatic,Independent dealer,4,75633,131,2,True,25,15560,15849,13614,18307,-1.8,Hold
CAR-00298,2026-04-24,DE,Volkswagen,ID.3,Diesel,Automatic,Franchise dealer,1,18161,167,1,True,64,35610,38237,32844,44167,-6.9,Hold
CAR-02842,2026-04-24,AT,Mercedes-Benz,GLA,Hybrid,Manual,Private,4,73987,220,2,True,61,19440,18525,15912,21397,4.9,Hold
CAR-02907,2026-04-25,DE,BMW,5 Series,Electric,Manual,Independent dealer,2,43009,111,1,True,18,35330,34914,29990,40329,1.2,Hold
CAR-02800,2026-04-25,DE,Skoda,Enyaq,Diesel,Automatic,Independent dealer,4,63663,79,2,False,30,14840,13844,11891,15991,7.2,Hold
CAR-03885,2026-04-25,AT,BMW,X1,Petrol,Automatic,Independent dealer,4,68758,135,2,True,27,18680,17256,14822,19932,8.3,Hold
CAR-04344,2026-04-25,DE,Volkswagen,Golf,Hybrid,Automatic,Independent dealer,13,208141,167,4,True,80,5620,4062,3489,4692,38.4,Review markdown
CAR-00759,2026-04-26,NL,Mercedes-Benz,EQE,Petrol,Manual,Franchise dealer,7,146703,145,2,True,25,13100,13106,11258,15139,-0.0,Hold
CAR-04831,2026-04-26,DE,Audi,e-tron,Diesel,Automatic,Franchise dealer,7,90072,151,3,True,41,15660,14436,12400,16675,8.5,Hold
CAR-01984,2026-04-26,DE,Volkswagen,ID.3,Petrol,Automatic,Independent dealer,10,256228,108,4,True,31,6050,4007,3442,4629,51.0,Hold
CAR-02851,2026-04-26,DE,Mercedes-Benz,A-Class,Petrol,Automatic,Franchise dealer,5,89296,104,2,False,29,9930,10097,8673,11663,-1.7,Hold
CAR-02989,2026-04-26,DE,Volkswagen,ID.4,Petrol,Automatic,Independent dealer,7,126391,128,3,False,76,7130,8023,6892,9268,-11.1,Check underpricing
CAR-02107,2026-04-26,DE,Skoda,Superb,Hybrid,Manual,Franchise dealer,6,107113,82,2,True,71,9630,10087,8664,11652,-4.5,Hold
CAR-00118,2026-04-26,DE,Mercedes-Benz,E-Class,Petrol,Manual,Independent dealer,5,112181,70,2,False,29,12080,12627,10846,14585,-4.3,Hold
CAR-02956,2026-04-27,DE,BMW,X1,Diesel,Manual,Independent dealer,3,41088,149,2,True,75,18520,20698,17779,23908,-10.5,Check underpricing
CAR-00829,2026-04-27,DE,Audi,Q5,Petrol,Automatic,Independent dealer,5,85003,146,2,False,90,17280,15768,13544,18213,9.6,Review markdown
CAR-03607,2026-04-27,DE,Audi,A4,Hybrid,Automatic,Franchise dealer,3,52054,180,1,True,12,27530,26690,22926,30829,3.1,Hold
CAR-04598,2026-04-27,NL,Audi,A4,Hybrid,Automatic,Independent dealer,6,155354,98,2,True,27,9160,9846,8457,11373,-7.0,Hold
CAR-00580,2026-04-27,DE,Mercedes-Benz,GLA,Petrol,Automatic,Franchise dealer,4,79525,168,3,True,112,19180,17876,15354,20648,7.3,Review markdown
CAR-02675,2026-04-27,DE,Mercedes-Benz,C-Class,Diesel,Automatic,Independent dealer,2,26417,233,1,False,80,34100,32016,27500,36981,6.5,Review markdown
CAR-03713,2026-04-27,DE,Volkswagen,Passat,Electric,Automatic,Independent dealer,2,58090,149,2,False,35,25530,23364,20069,26987,9.3,Hold
CAR-03222,2026-04-27,DE,Volkswagen,Tiguan,Diesel,Manual,Private,3,43531,163,1,True,6,20940,19725,16943,22784,6.2,Hold
CAR-01544,2026-04-27,DE,Mercedes-Benz,EQE,Petrol,Automatic,Franchise dealer,6,126993,153,3,True,40,19010,16428,14111,18976,15.7,Hold
CAR-02327,2026-04-27,DE,BMW,X1,Hybrid,Automatic,Independent dealer,2,51516,116,1,True,13,32520,28250,24265,32630,15.1,Hold
CAR-00209,2026-04-27,NL,Mercedes-Benz,EQE,Electric,Manual,Private,6,59774,157,3,True,43,22280,18223,15653,21049,22.3,Hold
CAR-03490,2026-04-27,DE,Mercedes-Benz,C-Class,Diesel,Manual,Independent dealer,3,76178,177,2,True,35,21030,21690,18630,25053,-3.0,Hold
CAR-01374,2026-04-28,DE,Skoda,Kodiaq,Petrol,Manual,Franchise dealer,4,77403,107,1,True,4,16210,15775,13550,18222,2.8,Hold
CAR-00014,2026-04-28,NL,Mercedes-Benz,GLA,Diesel,Automatic,Franchise dealer,4,80391,130,3,False,9,15050,13864,11908,16014,8.6,Hold
CAR-02631,2026-04-28,DE,Mercedes-Benz,E-Class,Hybrid,Automatic,Franchise dealer,0,17384,143,1,True,10,74720,79592,68366,91935,-6.1,Hold
CAR-01217,2026-04-28,DE,Mercedes-Benz,E-Class,Diesel,Automatic,Private,6,90625,145,3,True,74,15810,14281,12267,16496,10.7,Review markdown
CAR-00144,2026-04-28,AT,Mercedes-Benz,C-Class,Hybrid,Automatic,Franchise dealer,2,50342,150,1,True,78,39910,36209,31101,41824,10.2,Review markdown
CAR-02311,2026-04-29,NL,BMW,3 Series,Diesel,Automatic,Franchise dealer,5,91615,138,4,True,30,14070,12822,11014,14811,9.7,Hold
CAR-02152,2026-04-29,AT,Volkswagen,ID.3,Petrol,Manual,Independent dealer,3,67560,84,2,True,30,18160,17057,14651,19702,6.5,Hold
CAR-02056,2026-04-29,DE,Skoda,Karoq,Hybrid,Manual,Independent dealer,1,30542,159,3,True,21,30570,30970,26602,35773,-1.3,Hold
CAR-03157,2026-04-29,DE,BMW,i4,Electric,Manual,Independent dealer,10,139262,116,3,True,83,5970,8309,7137,9597,-28.2,Check underpricing
CAR-04382,2026-04-30,DE,Audi,Q3,Petrol,Automatic,Franchise dealer,7,151530,149,3,True,28,8920,8639,7420,9979,3.3,Hold
CAR-04000,2026-04-30,DE,Volkswagen,Passat,Electric,Automatic,Franchise dealer,13,181623,172,4,True,94,5740,5703,4899,6588,0.6,Hold
CAR-01464,2026-04-30,DE,Volkswagen,Golf,Petrol,Manual,Franchise dealer,6,99919,153,2,True,51,8010,8412,7225,9716,-4.8,Hold
CAR-00389,2026-04-30,NL,Skoda,Enyaq,Petrol,Automatic,Independent dealer,1,29562,176,1,True,30,41500,43856,37670,50657,-5.4,Hold
CAR-01264,2026-04-30,DE,Mercedes-Benz,EQE,Petrol,Manual,Franchise dealer,1,26251,70,1,True,32,53530,52008,44673,60073,2.9,Hold
CAR-03449,2026-04-30,DE,Volkswagen,Tiguan,Hybrid,Automatic,Franchise dealer,2,41814,102,1,True,49,30130,29182,25066,33708,3.2,Hold
CAR-04163,2026-04-30,DE,Audi,e-tron,Hybrid,Automatic,Independent dealer,6,91435,154,3,True,22,18280,17534,15061,20253,4.3,Hold
CAR-04235,2026-04-30,AT,BMW,X3,Petrol,Automatic,Franchise dealer,3,45839,131,2,True,10,30860,30439,26145,35159,1.4,Hold
CAR-03681,2026-05-01,DE,BMW,X3,Petrol,Automatic,Franchise dealer,4,59098,126,2,True,13,31340,23075,19820,26654,35.8,Hold
CAR-00898,2026-05-01,DE,BMW,X3,Hybrid,Automatic,Independent dealer,6,115179,71,3,True,40,11430,12868,11053,14863,-11.2,Check underpricing
CAR-03088,2026-05-01,DE,Mercedes-Benz,GLA,Hybrid,Manual,Independent dealer,3,56900,202,2,True,63,25720,23948,20571,27662,7.4,Review markdown
CAR-03278,2026-05-01,DE,Audi,A3,Hybrid,Automatic,Franchise dealer,9,134509,170,4,False,23,5060,5926,5090,6845,-14.6,Check underpricing
CAR-00258,2026-05-02,DE,BMW,X1,Hybrid,Automatic,Independent dealer,0,15003,184,1,True,33,49330,58870,50566,67999,-16.2,Check underpricing
CAR-04541,2026-05-02,DE,BMW,i4,Petrol,Automatic,Independent dealer,8,127572,189,4,True,36,11290,11063,9503,12779,2.1,Hold
CAR-02978,2026-05-02,DE,Volkswagen,Passat,Diesel,Automatic,Franchise dealer,4,67813,101,2,True,28,19250,15317,13157,17692,25.7,Hold
CAR-02633,2026-05-02,AT,Volkswagen,Tiguan,Petrol,Manual,Independent dealer,2,36391,174,2,True,62,28060,28649,24608,33092,-2.1,Hold
CAR-02334,2026-05-03,DE,Mercedes-Benz,GLA,Electric,Automatic,Independent dealer,1,22092,168,1,False,3,35570,37121,31886,42878,-4.2,Hold
CAR-02565,2026-05-03,AT,Audi,A4,Electric,Manual,Franchise dealer,2,37289,119,2,True,6,30790,29689,25501,34293,3.7,Hold
CAR-00562,2026-05-03,DE,Volkswagen,Passat,Petrol,Manual,Independent dealer,1,32110,195,1,True,100,40700,37498,32209,43313,8.5,Review markdown
CAR-02391,2026-05-03,NL,Volkswagen,Tiguan,Hybrid,Automatic,Private,2,46718,103,2,True,39,30220,25900,22247,29917,16.7,Hold
CAR-04934,2026-05-03,DE,Volkswagen,Golf,Diesel,Automatic,Independent dealer,9,137457,166,4,True,42,6000,5156,4429,5956,16.4,Hold
CAR-03588,2026-05-03,DE,Volkswagen,Golf,Electric,Automatic,Independent dealer,2,46406,103,1,True,59,20900,21360,18347,24672,-2.2,Hold
CAR-02210,2026-05-03,DE,Skoda,Enyaq,Petrol,Automatic,Independent dealer,5,68221,162,1,True,24,16340,16175,13894,18683,1.0,Hold
CAR-03982,2026-05-03,DE,Mercedes-Benz,A-Class,Electric,Automatic,Franchise dealer,4,84687,138,2,True,60,17770,15785,13559,18233,12.6,Review markdown
CAR-04248,2026-05-04,DE,BMW,5 Series,Diesel,Automatic,Independent dealer,4,68625,214,3,True,127,23960,23327,20037,26944,2.7,Hold
CAR-02238,2026-05-04,DE,Audi,Q3,Petrol,Automatic,Franchise dealer,1,29822,129,1,True,41,38520,39105,33589,45169,-1.5,Hold
CAR-02038,2026-05-04,DE,Volkswagen,ID.3,Diesel,Manual,Private,8,152739,140,4,True,18,5890,5593,4804,6461,5.3,Hold
CAR-00030,2026-05-04,DE,Volkswagen,Golf,Hybrid,Manual,Independent dealer,2,34400,140,2,True,175,18410,22272,19130,25725,-17.3,Check underpricing
CAR-04069,2026-05-04,DE,BMW,3 Series,Hybrid,Manual,Independent dealer,2,33798,80,1,True,52,24380,26983,23177,31168,-9.6,Check underpricing
CAR-03854,2026-05-04,DE,Volkswagen,Tiguan,Electric,Automatic,Private,8,157022,116,3,True,146,6100,6819,5857,7877,-10.5,Check underpricing
CAR-01502,2026-05-04,DE,Audi,Q5,Petrol,Automatic,Independent dealer,11,155048,168,4,True,3,5760,7932,6814,9163,-27.4,Check underpricing
CAR-01432,2026-05-04,DE,BMW,X1,Diesel,Automatic,Independent dealer,0,10229,109,1,True,28,36920,48688,41821,56239,-24.2,Check underpricing
CAR-03326,2026-05-04,DE,Audi,e-tron,Hybrid,Automatic,Franchise dealer,3,56296,178,2,False,60,34050,31431,26997,36305,8.3,Review markdown
CAR-02818,2026-05-05,DE,Mercedes-Benz,A-Class,Diesel,Manual,Independent dealer,5,69959,173,2,True,58,12510,12136,10424,14018,3.1,Hold
CAR-01904,2026-05-05,DE,Volkswagen,Tiguan,Diesel,Manual,Franchise dealer,4,66902,252,2,True,14,19990,18192,15626,21014,9.9,Hold
CAR-00409,2026-05-05,DE,Skoda,Octavia,Petrol,Automatic,Private,4,65466,194,2,True,37,14320,13610,11691,15721,5.2,Hold
CAR-04170,2026-05-05,DE,Skoda,Kodiaq,Diesel,Manual,Independent dealer,5,82155,125,2,True,35,11930,12197,10477,14089,-2.2,Hold
CAR-00376,2026-05-06,NL,Skoda,Karoq,Petrol,Automatic,Private,10,185224,77,5,True,41,5470,3908,3357,4514,40.0,Hold
CAR-02984,2026-05-06,DE,BMW,5 Series,Petrol,Automatic,Franchise dealer,7,131652,91,4,True,123,11340,10663,9159,12316,6.3,Review markdown
